"participant_id","data_id","order","answer","score","instrument","domain","varcond","competition"
4,53,"a",1,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
4,67,"b",2,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,40,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,43,"b",2,1,"Violin","Audio-only","low-variance","Joseph Joachim International Violin Competition Hannover"
5,17,"a",2,0,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
5,5,"a",2,0,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
5,30,"b",1,0,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,18,"b",1,0,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
5,47,"a",2,0,"Violin","Visual-only","low-variance","Joseph Joachim International Violin Competition Hannover"
5,1,"b",1,0,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
5,20,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
5,32,"a",1,1,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
5,4,"a",2,0,"Piano","Audio-only","low-variance","San Marino Piano Competition"
5,25,"a",2,0,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
5,2,"b",2,1,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
5,16,"b",1,0,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
5,31,"b",2,1,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
5,39,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,10,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
5,26,"a",2,0,"Tsugaru shamisen","Audio-only","high-variance","International Michinoku Tsugaru shamisen Competion"
5,38,"b",2,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
5,44,"a",1,1,"Violin","Audio-only","low-variance","Queen Elisabeth Competition"
5,14,"b",1,0,"Piano","Visual-only","low-variance","San Marino Piano Competition"
5,21,"b",2,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
5,45,"a",2,0,"Piano (additional)","Visual-only","low-variance","International Franz Liszt Piano Competition"
5,34,"b",1,0,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
5,8,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
5,12,"a",2,0,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
5,27,"b",2,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
5,28,"a",2,0,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
5,19,"b",1,0,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
5,42,"a",2,0,"Piano (additional)","Audio-only","low-variance","Cleveland International Piano Competition"
5,48,"b",1,0,"Violin","Visual-only","low-variance","Queen Elisabeth Competition"
5,36,"a",2,0,"Tsugaru shamisen","Visual-only","high-variance","International Michinoku Tsugaru shamisen Competion"
5,3,"a",2,0,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
5,7,"a",1,1,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
5,33,"a",2,0,"Piano","Visual-only","high-variance","San Marino Piano Competition"
5,22,"a",2,0,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
5,35,"b",1,0,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
5,15,"a",2,0,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
5,11,"a",1,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
5,6,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
5,23,"b",2,1,"Piano","Audio-only","high-variance","San Marino Piano Competition"
5,41,"b",1,0,"Piano (additional)","Audio-only","low-variance","International Franz Liszt Piano Competition"
5,9,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
5,46,"b",1,0,"Piano (additional)","Visual-only","low-variance","Cleveland International Piano Competition"
5,24,"b",2,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
5,13,"a",1,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
5,29,"b",1,0,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,37,"b",1,0,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
5,60,"b",1,0,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
5,65,"a",2,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
5,57,"a",1,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
5,51,"b",2,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
5,62,"b",1,0,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
5,52,"a",2,0,"Piano","Audio-Visual","low-variance","San Marino Piano Competition"
5,54,"b",1,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
5,71,"b",1,0,"Violin","Audio-Visual","low-variance","Joseph Joachim International Violin Competition Hannover"
5,68,"b",1,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,58,"a",1,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Hirosaki Tsugaru shamisen Competion"
5,49,"a",1,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
5,70,"a",2,0,"Piano (additional)","Audio-Visual","low-variance","Cleveland International Piano Competition"
5,55,"a",2,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
5,66,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
5,69,"a",2,0,"Piano (additional)","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
5,64,"b",1,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Michinoku Tsugaru shamisen Competion"
5,50,"b",1,0,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
5,59,"b",2,1,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
5,63,"a",1,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
5,53,"b",2,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
5,67,"b",1,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
5,72,"b",1,0,"Violin","Audio-Visual","low-variance","Queen Elisabeth Competition"
5,56,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
5,61,"b",1,0,"Piano","Audio-Visual","high-variance","San Marino Piano Competition"
6,41,"b",2,1,"Piano (additional)","Audio-only","low-variance","International Franz Liszt Piano Competition"
6,30,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
6,16,"b",2,1,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
6,46,"a",1,1,"Piano (additional)","Visual-only","low-variance","Cleveland International Piano Competition"
6,11,"a",2,0,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
6,47,"b",1,0,"Violin","Visual-only","low-variance","Joseph Joachim International Violin Competition Hannover"
6,20,"a",2,0,"Tsugaru shamisen","Visual-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
6,10,"a",1,1,"Tsugaru shamisen","Audio-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
6,43,"a",1,1,"Violin","Audio-only","low-variance","Joseph Joachim International Violin Competition Hannover"
6,12,"b",2,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
6,4,"a",1,1,"Piano","Audio-only","low-variance","San Marino Piano Competition"
6,2,"a",1,1,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
6,27,"b",2,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
6,23,"b",2,1,"Piano","Audio-only","high-variance","San Marino Piano Competition"
6,9,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
6,7,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
6,33,"a",2,0,"Piano","Visual-only","high-variance","San Marino Piano Competition"
6,38,"b",2,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
6,39,"b",1,0,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
6,25,"a",2,0,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
6,34,"a",2,0,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
6,5,"b",2,1,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
6,21,"a",1,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
6,32,"a",2,0,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
6,48,"b",2,1,"Violin","Visual-only","low-variance","Queen Elisabeth Competition"
6,31,"a",1,1,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
6,13,"b",2,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
6,3,"a",1,1,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
6,15,"b",2,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
6,19,"a",2,0,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
6,40,"b",1,0,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
6,29,"a",2,0,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
6,22,"b",1,0,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
6,6,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
6,44,"a",1,1,"Violin","Audio-only","low-variance","Queen Elisabeth Competition"
6,35,"a",1,1,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
6,42,"a",2,0,"Piano (additional)","Audio-only","low-variance","Cleveland International Piano Competition"
6,28,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
6,36,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Michinoku Tsugaru shamisen Competion"
6,8,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
6,17,"a",2,0,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
6,26,"b",1,0,"Tsugaru shamisen","Audio-only","high-variance","International Michinoku Tsugaru shamisen Competion"
6,24,"a",1,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
6,18,"b",2,1,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
6,45,"b",2,1,"Piano (additional)","Visual-only","low-variance","International Franz Liszt Piano Competition"
6,1,"b",2,1,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
6,37,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
6,14,"a",1,1,"Piano","Visual-only","low-variance","San Marino Piano Competition"
6,61,"a",2,0,"Piano","Audio-Visual","high-variance","San Marino Piano Competition"
6,50,"b",2,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
6,72,"b",2,1,"Violin","Audio-Visual","low-variance","Queen Elisabeth Competition"
6,59,"a",1,1,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
6,67,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
6,56,"a",1,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
6,54,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
6,58,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Hirosaki Tsugaru shamisen Competion"
6,70,"b",1,0,"Piano (additional)","Audio-Visual","low-variance","Cleveland International Piano Competition"
6,60,"a",2,0,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
6,55,"b",1,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
6,49,"b",1,0,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
6,68,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
6,66,"a",2,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
6,64,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Michinoku Tsugaru shamisen Competion"
6,63,"a",1,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
6,69,"a",1,1,"Piano (additional)","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
6,65,"b",1,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
6,57,"a",2,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
6,53,"a",1,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
6,71,"a",1,1,"Violin","Audio-Visual","low-variance","Joseph Joachim International Violin Competition Hannover"
6,51,"b",1,0,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
6,52,"b",1,0,"Piano","Audio-Visual","low-variance","San Marino Piano Competition"
6,62,"a",1,1,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
7,42,"a",2,0,"Piano (additional)","Audio-only","low-variance","Cleveland International Piano Competition"
7,37,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
7,44,"a",2,0,"Violin","Audio-only","low-variance","Queen Elisabeth Competition"
7,48,"a",1,1,"Violin","Visual-only","low-variance","Queen Elisabeth Competition"
7,18,"b",2,1,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
7,45,"a",2,0,"Piano (additional)","Visual-only","low-variance","International Franz Liszt Piano Competition"
7,3,"b",2,1,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
7,15,"b",2,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
7,1,"b",1,0,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
7,12,"b",1,0,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
7,5,"b",2,1,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
7,7,"b",1,0,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
7,4,"b",1,0,"Piano","Audio-only","low-variance","San Marino Piano Competition"
7,41,"a",2,0,"Piano (additional)","Audio-only","low-variance","International Franz Liszt Piano Competition"
7,35,"a",2,0,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
7,26,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Michinoku Tsugaru shamisen Competion"
7,29,"b",2,1,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
7,23,"b",2,1,"Piano","Audio-only","high-variance","San Marino Piano Competition"
7,30,"b",1,0,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
7,10,"b",1,0,"Tsugaru shamisen","Audio-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
7,27,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
7,31,"a",1,1,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
7,25,"a",2,0,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
7,19,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
7,6,"b",1,0,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
7,13,"b",2,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
7,38,"b",2,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
7,32,"a",2,0,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
7,21,"b",2,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
7,39,"b",2,1,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
7,28,"b",1,0,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
7,8,"b",1,0,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
7,14,"a",2,0,"Piano","Visual-only","low-variance","San Marino Piano Competition"
7,46,"b",2,1,"Piano (additional)","Visual-only","low-variance","Cleveland International Piano Competition"
7,16,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
7,40,"b",1,0,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
7,47,"b",1,0,"Violin","Visual-only","low-variance","Joseph Joachim International Violin Competition Hannover"
7,34,"b",2,1,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
7,17,"b",2,1,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
7,36,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Michinoku Tsugaru shamisen Competion"
7,43,"a",1,1,"Violin","Audio-only","low-variance","Joseph Joachim International Violin Competition Hannover"
7,24,"b",2,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
7,2,"a",2,0,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
7,22,"a",1,1,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
7,33,"a",2,0,"Piano","Visual-only","high-variance","San Marino Piano Competition"
7,20,"b",1,0,"Tsugaru shamisen","Visual-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
7,9,"a",1,1,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
7,11,"b",2,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
7,63,"a",1,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
7,60,"b",2,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
7,51,"b",1,0,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
7,56,"b",1,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
7,58,"a",1,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Hirosaki Tsugaru shamisen Competion"
7,52,"b",2,1,"Piano","Audio-Visual","low-variance","San Marino Piano Competition"
7,50,"b",2,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
7,71,"b",2,1,"Violin","Audio-Visual","low-variance","Joseph Joachim International Violin Competition Hannover"
7,65,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
7,53,"b",1,0,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
7,61,"b",1,0,"Piano","Audio-Visual","high-variance","San Marino Piano Competition"
7,67,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
7,59,"a",1,1,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
7,66,"b",1,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
7,72,"b",1,0,"Violin","Audio-Visual","low-variance","Queen Elisabeth Competition"
7,57,"b",1,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
7,68,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
7,54,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
7,70,"b",1,0,"Piano (additional)","Audio-Visual","low-variance","Cleveland International Piano Competition"
7,64,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Michinoku Tsugaru shamisen Competion"
7,69,"a",2,0,"Piano (additional)","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
7,55,"a",2,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
7,49,"a",2,0,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
7,62,"b",1,0,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
8,42,"a",2,0,"Piano (additional)","Audio-only","low-variance","Cleveland International Piano Competition"
8,1,"a",2,0,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
8,38,"a",2,0,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
8,31,"b",2,1,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
8,43,"b",1,0,"Violin","Audio-only","low-variance","Joseph Joachim International Violin Competition Hannover"
8,28,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
8,12,"b",2,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
8,29,"a",2,0,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
8,41,"b",1,0,"Piano (additional)","Audio-only","low-variance","International Franz Liszt Piano Competition"
8,19,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
8,9,"b",2,1,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
8,22,"b",2,1,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
8,26,"b",2,1,"Tsugaru shamisen","Audio-only","high-variance","International Michinoku Tsugaru shamisen Competion"
8,40,"b",2,1,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
8,45,"a",1,1,"Piano (additional)","Visual-only","low-variance","International Franz Liszt Piano Competition"
8,30,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
8,2,"b",1,0,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
8,5,"a",2,0,"Piano","Audio-only","low-variance","Van Cliburn International Piano Competition"
8,48,"b",1,0,"Violin","Visual-only","low-variance","Queen Elisabeth Competition"
8,25,"a",1,1,"Piano","Audio-only","high-variance","International Franz Liszt Piano Competition"
8,23,"a",1,1,"Piano","Audio-only","high-variance","San Marino Piano Competition"
8,16,"a",2,0,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
8,24,"a",2,0,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
8,4,"a",2,0,"Piano","Audio-only","low-variance","San Marino Piano Competition"
8,33,"b",1,0,"Piano","Visual-only","high-variance","San Marino Piano Competition"
8,7,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
8,21,"a",1,1,"Piano","Audio-only","high-variance","Van Cliburn International Piano Competition"
8,10,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
8,39,"b",1,0,"Tsugaru shamisen","Visual-only","high-variance","International Hirosaki Tsugaru shamisen Competion"
8,6,"b",1,0,"Tsugaru shamisen","Audio-only","low-variance","International Michinoku Tsugaru shamisen Competion"
8,14,"b",2,1,"Piano","Visual-only","low-variance","San Marino Piano Competition"
8,34,"a",2,0,"Piano","Visual-only","high-variance","Van Cliburn International Piano Competition"
8,37,"b",2,1,"Tsugaru shamisen","Visual-only","high-variance","International Biwako Tsugaru shamisen Competion"
8,15,"a",2,0,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
8,13,"a",1,1,"Piano","Visual-only","low-variance","International Franz Liszt Piano Competition"
8,46,"a",2,0,"Piano (additional)","Visual-only","low-variance","Cleveland International Piano Competition"
8,47,"a",2,0,"Violin","Visual-only","low-variance","Joseph Joachim International Violin Competition Hannover"
8,8,"a",2,0,"Tsugaru shamisen","Audio-only","low-variance","International Biwako Tsugaru shamisen Competion"
8,3,"b",1,0,"Piano","Audio-only","low-variance","International Franz Liszt Piano Competition"
8,20,"b",2,1,"Tsugaru shamisen","Visual-only","low-variance","International Hirosaki Tsugaru shamisen Competion"
8,17,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Michinoku Tsugaru shamisen Competion"
8,32,"a",1,1,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
8,36,"a",1,1,"Tsugaru shamisen","Visual-only","high-variance","International Michinoku Tsugaru shamisen Competion"
8,11,"a",1,1,"Piano","Visual-only","low-variance","Van Cliburn International Piano Competition"
8,18,"a",1,1,"Tsugaru shamisen","Visual-only","low-variance","International Biwako Tsugaru shamisen Competion"
8,27,"a",1,1,"Tsugaru shamisen","Audio-only","high-variance","International Biwako Tsugaru shamisen Competion"
8,44,"b",2,1,"Violin","Audio-only","low-variance","Queen Elisabeth Competition"
8,35,"b",1,0,"Piano","Visual-only","high-variance","International Franz Liszt Piano Competition"
8,71,"a",1,1,"Violin","Audio-Visual","low-variance","Joseph Joachim International Violin Competition Hannover"
8,67,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Hirosaki Tsugaru shamisen Competion"
8,61,"a",2,0,"Piano","Audio-Visual","high-variance","San Marino Piano Competition"
8,51,"b",2,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
8,56,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
8,60,"a",1,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
8,54,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
8,49,"a",1,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
8,69,"b",2,1,"Piano (additional)","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
8,53,"b",2,1,"Piano","Audio-Visual","low-variance","Van Cliburn International Piano Competition"
8,59,"b",2,1,"Piano","Audio-Visual","high-variance","Van Cliburn International Piano Competition"
8,72,"b",1,0,"Violin","Audio-Visual","low-variance","Queen Elisabeth Competition"
8,70,"a",2,0,"Piano (additional)","Audio-Visual","low-variance","Cleveland International Piano Competition"
8,63,"b",2,1,"Piano","Audio-Visual","high-variance","International Franz Liszt Piano Competition"
8,50,"b",2,1,"Piano","Audio-Visual","low-variance","International Franz Liszt Piano Competition"
8,55,"b",2,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Michinoku Tsugaru shamisen Competion"
8,66,"a",2,0,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
8,58,"a",2,0,"Tsugaru shamisen","Audio-Visual","low-variance","International Hirosaki Tsugaru shamisen Competion"
8,57,"a",1,1,"Tsugaru shamisen","Audio-Visual","low-variance","International Biwako Tsugaru shamisen Competion"
8,52,"a",1,1,"Piano","Audio-Visual","low-variance","San Marino Piano Competition"
8,65,"a",1,1,"Tsugaru shamisen","Audio-Visual","high-variance","International Biwako Tsugaru shamisen Competion"
